journal_clean,year
Actu Environnement,2020
Emerce,2019
Air et Cosmos,2019
Boursier,2020
La Correspondance de la Publicité,2020
Les Echos,2018
L'Usine Nouvelle,2019
Les Echos,2020
Les Echos,2016
Les Echos,2017
Les Echos,2016
Sciences et Avenir,2019
Challenges,2019
Challenges,2018
L'Usine Nouvelle,2016
Marketing France,2018
E marketing,2019
Stratégie,2018
Le Journal du Net JDN,2019
Le Huffington Post,2016
Industrie et Technologies,2019
Les Echos,2018
L'Usine Nouvelle,2020
Le Figaro,2020
Sciences et Avenir,2019
L'AGEFI,2016
Le Figaro,2017
L'Express,2017
Libération,2016
Écrans,2016
L'Usine Nouvelle,2016
Corse Matin,2017
Le Monde,2016
Le Télégramme Bretagne,2017
Stratégie,2018
L'Usine Nouvelle,2019
Le Monde,2019
L'Usine Nouvelle,2019
La Recherche,2019
Boursier,2020
L'Usine Nouvelle,2018
Boursier,2020
TOM,2019
Charente LibreToutes,2019
Le Progrès Lyon,2016
L'AGEFI,2017
HuffPost France,2020
Les Echos,2018
L'Usine Nouvelle,2020
Silicon,2018
LSA,2018
L'Usine Nouvelle,2018
L'Usine Nouvelle,2020
L'Usine Nouvelle,2018
Les Echos,2019
IT for Business,2016
IT for Business,2016
Ouest France,2013
L'Est Républicain,2020
ElectroniqueS,2017
Déplacements Pros,2020
Boursier,2018
E marketing,2018
L'Usine Nouvelle,2019
Air et Cosmos,2018
La Gazette desmunes,2019
ITespresso,2018
Les Echos,2018
20 Minutes,2019
L'Usine Nouvelle,2019
La Croix,2019
Intelligence Onlineançais,2019
Le Monde,2018
ITespresso,2018
Sciences et Avenir,2018
Décideurs Magazine,2017
Les Echos,2016
L'AGEFI,2020
Les Echos,2019
Le Figaro,2016
Le Monde,2019
Challenges,2019
Les Echos,2018
Le Télégramme Bretagne,2020
La Tribune,2019
L'Usine Nouvelle,2017
Acteurs Publics,2019
Sud Ouest,2019
20 Minutes,2019
La Voix du NordLens Liévin,2019
Traitements et Matériaux,2020
20 Minutes,2017
Les Echos,2018
Les Echos,2018
Le Point,2020
News Assurances Pro,2020
L'Indépendant,2020
L'Express,2017
Madame Figaro,2017
ElectroniqueS,2019
ElectroniqueS,2019
Le Point,2017
20 Minutes,2019
Sciences et Avenir,2020
LSA,2019
Mind,2016
L'Express,2016
La Croix,2020
L'Équipe,2020
Les Echos,2018
La Correspondance de la Publicité,2018
Le Point,2017
Option Finance,2018
Option Finance,2020
Option Finance,2020
Option Finance,2018
Option Finance,2017
Option Finance,2017
Option Finance,2018
Option Finance,2018
Option Finance,2017
Option Finance,2018
Option Finance,2019
Option Finance,2017
Option Finance,2020
Option Finance,2019
Option Finance,2015
Option Finance,2020
Option Finance,2019
Option Finance,2016
Option Finance,2018
Option Finance,2019
Option Finance,2018
Option Finance,2018
Option Finance,2019
Option Finance,2017
Option Finance,2018
Option Finance,2018
Le Monde,2018
Libération,2017
Les Echos,2018
Télérama,2020
L'Usine Nouvelle,2020
La Tribune,2017
La Tribune,2017
Les Echos,2017
Silicon,2018
Stratégies – Le 13H,2019
La Lettre de l'audiovisuel,2016
Le Figaro,2016
Silicon,2019
L'Usine Nouvelle,2020
Les Echos,2015
L'Usine Nouvelle,2017
La Correspondance de la Presse,2016
La Correspondance de la Publicité,2016
Les Echos,2017
L'Usine Nouvelle,2015
Les Echos,2016
Les Echos,2020
L'Usine Nouvelle,2018
L'Usine Nouvelle,2016
Silicon,2018
Le Figaro,2016
Les Echos,2018
Le Figaro,2018
Le Quotidien du Médecin,2019
Décision Achats,2020
Le Point,2019
L'Express,2019
L'Usine Nouvelle,2014
La Tribune,2019
La Tribune,2019
Les Echos,2019
L'Usine Nouvelle,2018
Le Monde,2017
Air et Cosmos,2018
Les Echos,2017
Silicon,2019
Le Point,2016
Les Echos,2019
01 net,2018
Le Monde,2017
La Recherche,2017
Les Echos,2017
Le Figaro,2018
Challenges,2019
IT for Business,2017
L'Usine Nouvelle,2017
Les Echos,2017
Le Parisien,2017
La Lettre de l'Assurance,2018
L'Usine Nouvelle,2020
Les Echos,2018
Stratégie,2017
mind Health,2018
Le Figaro,2018
IT for Business,2020
La Tribune,2017
La Tribune,2017
Le Quotidien du Médecin,2014
TOM,2019
CFNEWS,2018
Mesures,2020
mind Fintech,2018
Les Cahiers Techniques du Bâtiment,2020
Le Huffington Post,2016
Le Point,2020
Les Echos,2017
Le Journal des entreprises,2017
L'Express,2016
La Dépêche du MidiToulouse,2018
Le Moniteur des Travaux Publics et du Bâtiment,2019
Silicon,2019
Les Echos,2018
L'Express,2020
Les Echos,2019
Le Monde,2015
Le Monde,2015
Le Figaro,2018
L'Usine Nouvelle,2020
Le Monde,2018
L'Echo républicain,2015
Les Echos,2018
La Tribune,2016
La Tribune,2016
L'Express,2017
Le Figaro,2016
Le Figaro,2018
Le Figaro,2018
Le Monde,2016
La Tribune,2016
La Tribune,2016
Le Point,2019
Les Echos,2019
Les Echos,2019
Silicon,2019
La Tribune,2017
L'Usine Nouvelle,2017
L'Argus de l'assurance,2017
L'Argus de l'assurance,2019
Les Echos,2016
E marketing,2019
L'Usine Nouvelle,2016
L'Usine Nouvelle,2018
L'Usine Nouvelle,2016
L'Usine Nouvelle,2019
Le Monde,2019
Le Point,2017
L'AGEFI,2018
L'Usine Nouvelle,2019
Les Echos,2019
Les Echos,2018
Les Echos,2016
Les Echos,2018
Mind,2016
L'Usine Nouvelle,2019
Midi Libre,2018
Les Echos,2018
Les Echos,2018
Sciences et Avenir,2017
L'AGEFI,2018
Les Echos,2018
Silicon,2019
L'Usine Nouvelle,2017
Challenges,2017
Le Monde,2019
L'Usine Nouvelle,2016
Le Figaro,2019
L'Usine Nouvelle,2016
Acteurs Publics,2019
mind Health,2018
Industrie et Technologies,2014
L'Echo touristique,2014
IT for Business,2018
Le Figaro,2018
L'Argus de l'assurance,2018
La Voix du Nord,2019
Le Télégramme Bretagne,2019
Le Figaro,2018
Les Echos,2017
Les Echos,2017
L'Usine Nouvelle,2019
Les Echos,2018
Le Figaro Étudiant,2016
La Recherche,2020
La Tribune,2017
La Tribune,2019
La Tribune,2019
Les Echos,2018
Boursier,2015
Le Quotidien du Médecin,2019
Le Quotidien du Médecin,2020
Le Progrès Lyon,2017
Capital Finance,2017
Capital Finance,2017
Mind,2017
Revue Lamy Droit de l'immatériel,2020
Le Monde,2020
IT for Business,2018
Silicon,2019
L'Usine Nouvelle,2017
Les Echos,2018
Les Echos,2018
Le Journal du Net JDN,2019
Rue89,2015
Le Point,2018
Les Echos,2019
Les Echos,2019
L'Usine Nouvelle,2019
La Dépêche du MidiTarn,2020
Liaisons sociales Magazine,2020
Les Echos,2016
Le Quotidien du Médecin,2019
L'Argus de l'assurance,2017
Le Progrès Lyon,2019
Les Echos,2017
L'Usine Nouvelle,2020
Le Monde,2018
Les Echos,2019
L'Indépendant,2019
Les Echos,2017
L'Officiel des Transporteurs,2020
Télérama,2017
Intelligence Onlineançais,2020
Le Monde,2018
Le Point,2017
L'Usine Nouvelle,2020
20 Minutes,2019
L'Usine Nouvelle,2018
Le Moniteur des Travaux Publics et du Bâtiment,2018
Sciences et Avenir,2017
Boursier,2018
Boursier,2018
20 Minutes,2019
ElectroniqueS,2020
ElectroniqueS,2019
ElectroniqueS,2020
Le Monde,2018
Relation Client,2017
Sciences et Avenir,2019
Midi Libre,2019
La Voix du NordArras,2019
La Voix du NordArras,2020
La Voix du NordArras,2019
Le Huffington Post,2016
20 Minutes,2018
Le Monde,2018
Sciences et Avenir,2018
Stratégie,2018
La Dépêche du MidiNord Est,2018
AFP Doc,2017
Le Figaro,2020
Ouest France,2019
Sciences et Avenir,2017
Sud Ouest,2018
Le Monde,2017
L'Usine Nouvelle,2019
Les Echos,2018
IT for Business,2018
IT for Business,2018
Atlantico,2017
Le Figaro,2017
Atlantico,2016
Atlantico,2018
Atlantico,2014
Atlantico,2019
Atlantico,2018
Atlantico,2018
Atlantico,2019
Atlantico,2015
Atlantico,2017
Atlantico,2016
Atlantico,2019
Atlantico,2017
Atlantico,2016
Atlantico,2018
Atlantico,2016
Atlantico,2018
Atlantico,2018
Atlantico,2018
Atlantico,2015
Atlantico,2017
Atlantico,2015
Atlantico,2018
Atlantico,2016
Atlantico,2019
Atlantico,2020
Atlantico,2017
Atlantico,2017
Atlantico,2018
Atlantico,2018
Atlantico,2018
Atlantico,2016
Atlantico,2018
Atlantico,2017
Atlantico,2020
Atlantico,2017
Atlantico,2016
Atlantico,2016
Atlantico,2018
Atlantico,2015
Atlantico,2019
Atlantico,2014
Atlantico,2017
Atlantico,2018
Atlantico,2020
Atlantico,2014
Atlantico,2018
Atlantico,2019
Atlantico,2020
Atlantico,2020
Atlantico,2017
Atlantico,2019
Atlantico,2017
Boursier,2018
Boursier,2018
Boursier,2017
Boursier,2018
L'AGEFI,2018
La Tribune,2018
Boursier,2019
Cercle Finance,2019
Cercle Finance,2018
Cercle Finance,2019
Cercle Finance,2020
Boursier,2020
Cercle Finance,2019
Reuters général,2018
Boursier,2019
Cercle Finance,2019
L'Usine Nouvelle,2017
Les Echos,2018
L'Usine Nouvelle,2019
La République des Pyrénées,2018
La Lettre Valloire,2019
La Lettre d'écoNormandieToutes éditions,2020
Les Echos,2019
Les Echos,2020
La Correspondance de la Publicité,2020
Paris Normandie,2017
Libération,2015
Le Monde,2016
Les Echos,2020
Sud Ouest,2020
Les Echos,2019
Les Echos,2020
Les Echos,2020
L'Usine Nouvelle,2016
Le Figaro,2019
L'Usine Nouvelle,2016
Le Monde,2018
Sécurité Informatique,2018
Décision Achats,2018
L'Usine Nouvelle,2020
Les Echos,2017
Le Figaro,2016
L'Est Républicain,2016
La Tribune,2018
La Tribune,2016
La Tribune,2016
La Tribune,2017
ElectroniqueS,2019
Le Courrier de l'Ouest,2016
La Croix,2017
La Tribune,2018
Capital Finance,2019
L'Usine Nouvelle,2019
Le Figaro,2019
Le Figaro,2020
L'Usine Nouvelle,2020
Les Echos,2015
Relation Client,2019
Les Echos,2017
Banques des Entreprises,2017
LSA,2017
L'Usine Nouvelle,2018
Le Quotidien du Médecin,2019
Le Progrès Lyon,2019
Les Echos,2018
La Voix du NordRoubaix,2018
Le Figaro,2018
Le Figaro,2019
Droit et patrimoine,2020
Le Monde,2016
Le Monde,2016
Sud Ouest,2018
Droit et Patrimoine,2020
La Correspondance de la Presse,2018
L'Express,2020
La Tribune,2020
Le Point,2018
IT for Business,2019
Le Parisien,2018
L'Usine Nouvelle,2018
L'Usine Nouvelle,2017
L'Usine Nouvelle,2017
L'Usine Nouvelle,2017
Stratégies,2019
Challenges,2019
Le Journal du Net JDN,2019
Le Monde,2019
Décider et Entreprendre,2018
Le Monde,2018
IT for Business,2018
mind Health,2019
La Tribune,2018
Les Echos,2018
ABC Bourse,2020
L'Usine Nouvelle,2018
Les Echos,2017
L'Est Républicain,2020
TOM,2019
L'Argus de l'assurance,2019
L'Usine Nouvelle,2019
Atlantico,2018
Les Echos,2014
La Revue de l'Alimentation Animale,2019
La Revue de l'Alimentation Animale,2019
L'Usine Nouvelle,2016
La Tribune,2019
L'Usine Nouvelle,2020
Capital Finance,2018
Capital Finance,2018
Le Point,2019
IT for Business,2018
Corse Matin,2018
20 Minutes,2018
Sciences et Avenir,2017
Midi Libre,2015
L'Indépendant,2016
Charente LibreToutes,2018
Le Journal du Net JDN,2020
Relation Client,2020
La Tribune,2015
Le Monde,2019
L'Express,2018
Challenges,2016
Les Echos,2019
Les Echos,2019
Les Echos,2019
Le Monde,2018
ElectroniqueS,2019
La Tribune,2018
La Dépêche du MidiGÉNÉRAL,2017
Le Journal du Net JDN,2020
Décision Achats,2017
Les Echos,2019
Presse Océan,2011
Les Echos,2018
Silicon,2019
Challenges,2017
Science et Vie,2012
Les Echos,2020
AFP Infos Françaises,2019
Le Monde,2017
La Provence,2017
Les Echos,2020
01 net,2016
Libération,2018
Valeurs Actuelles,2015
Télérama,2017
ITespresso,2018
20 Minutes,2019
Les Echos,2018
Le Monde,2020
Les Echos,2018
Challenges,2019
Le Journal du Net JDN,2020
Les Echos,2018
L'Argus de l'assurance,2020
Les Echos,2018
01 net,2018
Le Monde,2019
L'Usine Nouvelle,2017
Ouest France,2020
Banques Hebdo,2020
La Voix du Nord,2017
Le Point,2020
Courrier International,2020
Le Figaro,2012
Les Echos,2019
Industrie et Technologies,2018
Les Echos,2019
Les Echos,2018
Le Monde,2016
Les Echos,2020
Les Echos,2016
La Croix,2018
Sud Ouest,2019
Sud Ouest,2019
Sud Ouest,2019
Sud Ouest,2019
Sud Ouest,2018
Sud Ouest,2018
Sud Ouest,2019
L'Usine Nouvelle,2017
Actu Environnement,2019
ikipresse,2018
Les Echos,2019
L'Usine Nouvelle,2018
Le Monde,2015
Les Echos,2020
mind Health,2020
Libération,2018
L'Usine Nouvelle,2019
Courrier International,2018
Télé Star,2013
ElectroniqueS,2020
L'Observatoire des Produits Bancaires,2018
Option Finance,2019
Les Echos,2017
Le Figaro,2016
Stratégies,2017
Les Echos,2018
Stratégie,2018
Décision Achats,2018
Décision Achats,2018
Le Journal du Net JDN,2020
Les Echos,2018
Les Echos,2018
La Tribune,2018
Les Echos,2019
Silicon,2019
LSA,2019
Les Echos,2018
Les Echos,2016
Le Journal de Saône et Loire,2018
Le Progrès Lyon,2018
La Tribune,2018
Le Moniteur,2018
Les Echos,2017
La Tribune,2016
ElectroniqueS,2020
L'Usine Nouvelle,2017
Le Figaro,2017
Le Figaro,2018
Ouest France,2020
L'Usine Nouvelle,2018
Ouest France,2019
Les Echos,2019
Décideurs Magazine Site web,2019
L'Usine Nouvelle,2019
Le Monde,2018
IT for Business,2019
L'Usine Nouvelle,2017
L'Aisne nouvelleToutes éditions,2018
Les Echos,2019
Les Echos,2014
Les Echos,2014
Stratégie,2019
Le Progrès de FécampLe Havre ; Pays de Caux ; Dieppe Pays de Bray ; Grand Rouen Elbeuf ; Eure ; Eure ; France ; Le Havre ; Pays de Caux ; Dieppe Pays de Bray ; Grand Rouen Elbeuf ; Eure ; Eure ; France ; Le Havre ; Pays de Caux ; Dieppe Pays de Bray ; Grand Rouen Elbeuf ; Eure ; Eure ; France ; Le Havre ; Pays de Caux ; Dieppe Pays de Bray ; Grand Rouen Elbeuf ; Eure ; Eure ; France ; Le Havre ; Pays de Caux ; Dieppe Pays de Bray ; Grand Rouen Elbeuf ; Eure ; Eure ; France ; Le Havre ; Pays de Caux ; Dieppe Pays de Bray ; Grand Rouen Elbeuf ; Eure ; Eure ; France,2019
Challenges,2018
Le Télégramme Bretagne,2019
TOM,2019
L'Usine Nouvelle,2016
Les Echos,2017
mind Health,2019
mind Health,2019
Les Echos,2017
Le Quotidien du Médecin,2018
La Correspondance de la Publicité,2019
Industrie et Technologies,2017
Challenges,2017
Le Figaro Magazine,2020
20 Minutes,2020
Sciences et Avenir,2019
Sciences et Avenir,2019
Le Monde,2016
Le Monde,2016
La Matinale du Monde,2016
Le Figaro,2017
Le Point,2020
AFP Infos Françaises,2019
Le Figaro,2019
L'Usine Nouvelle,2019
Le Monde,2018
L'Argus de l'assurance,2019
Sud Ouest,2018
Sciences et Avenir,2017
La Tribune,2018
Les Echos,2017
IT for Business,2017
Revue Lamy Droit de l'immatériel,2017
Revue Lamy Droit civil,2017
L'Usine Nouvelle,2019
L'Usine Nouvelle,2019
L'Usine Nouvelle,2020
Les Echos,2017
IT for Business,2016
mind Health,2018
L'Usine Nouvelle,2018
Silicon,2018
Les Echos,2018
Libération,2017
Silicon,2018
Le Monde,2017
Les Echos,2017
Les Echos,2016
IT for Business,2015
IT for Business,2018
La Tribune,2018
TOM,2020
Les Echos,2018
Les Echos,2018
La Montagne,2018
AFP Infos Mondiales,2018
AFP Infos Economiques,2018
Le Journal du Net JDN,2020
Sciences et Avenir,2019
20 Minutes,2019
Sciences et Avenir,2015
IT for Business,2019
WanSquare,2020
TOM,2019
Industrie et Technologies,2016
La Correspondance de la Publicité,2018
mind Fintech,2018
mind Fintech,2018
DAF Mag,2017
Les Echos,2017
Le Monde,2017
Le Journal du Net JDN,2019
L'Usine Nouvelle,2019
Les Echos,2018
Le Figaro,2019
Le Monde,2017
Les Echos,2020
Emerce,2017
Ouest France,2017
Décideurs Magazine Site web,2018
AFP Doc,2016
AFP Infos Economiques,2016
AFP Infos Françaises,2018
Reuters général,2018
AFP Infos Economiques,2018
AFP Infos Françaises,2017
AFP Infos Françaises,2016
AFP Infos Economiques,2016
01 Business,2013
ABC Bourse,2018
Industrie et Technologies,2016
ToulÉco,2019
Marketing France,2018
Stratégie,2018
Le Monde,2018
AFP Infos Economiques,2019
Industrie et Technologies,2016
Le Figaro,2016
IT for Business,2017
Le Point,2015
IT for Business,2018
L'Usine Nouvelle,2019
Les Echos,2017
Les Echos,2019
Le Monde,2020
Le Monde,2019
Paris Normandie,2011
Acteurs Publics,2017
Le Monde,2017
L'Est Républicain,2019
IT for Business,2017
Le Courrier de l'OuestSaumur ; Deux Sèvres ; Nord Anjou ; Cholet ; Angers,2020
L'AGEFI,2016
Les Echos,2017
Le Quotidien du Médecin,2019
Décideurs Magazine,2018
Econostrum,2020
Boursier,2019
Les Echos,2018
Le Figaro,2019
Action Co,2019
La Tribune,2018
Silicon,2019
ElectroniqueS,2018
L'AGEFI,2015
Le Point,2017
Décision Achats,2019
Ouest France,2017
L'AGEFI,2018
mind Fintech,2019
L'Usine Nouvelle,2020
Actu Labo,2020
L'Usine Nouvelle,2017
Air et Cosmos,2019
AFP Infos Economiques,2017
La Tribune,2019
Le Monde,2020
La Tribune,2018
La Tribune,2018
La Provence,2020
La Tribune,2019
Dordogne Libre,2019
JournalAuto,2017
l'Humanité,2019
Sciences et Avenir,2016
L'Usine Nouvelle,2019
Le Parisien,2020
La Tribune,2017
Cercle Finance,2019
mind Health,2019
E marketing,2017
Décision Achats,2017
Relation Client,2017
Relation Client,2017
L'Usine Nouvelle,2019
Le Télégramme Bretagne,2020
Le Télégramme Bretagne,2020
Le Monde,2012
Libération,2018
Le Monde,2016
La Matinale du Monde,2016
L'AGEFI,2018
Reuters économique,2019
Le Télégramme Bretagne,2018
La Croix,2020
La Croix,2019
AFP Doc,2020
AFP Doc,2020
AFP Infos Françaises,2020
AFP Infos Françaises,2020
AFP Infos Economiques,2020
AFP Infos Françaises,2018
Reuters général,2018
Reuters économique,2020
AFP Infos Mondiales,2019
La Gazette desmunes,2017
AFP Infos Mondiales,2015
L'Usine Nouvelle,2020
La Tribune,2020
Boursier,2017
Boursier,2019
Télérama,2017
Bus et Car Connexion,2018
JournalAuto,2018
La Tribune,2017
Sciences et Avenir,2019
Les Echos,2017
Relation Client,2018
ElectroniqueS,2019
Industrie et Technologies,2017
IT for Business,2016
IT for Business,2016
IT for Business,2018
01 net,2020
ElectroniqueS,2018
Charente LibreToutes,2018
Le Journal de l'Automobile,2018
J2R Le Journal de la Rechange et de la Réparation,2018
IT for Business,2019
La Provence,2013
IT for Business,2020
Le Monde,2018
L'Obs,2015
Sciences et Avenir,2016
Madame Figaro,2018
Le Quotidien du Médecin,2018
Les Echos,2018
Les Echos,2018
Nord ÉclairLens,2016
Le Figaro,2019
Le Moniteur des Travaux Publics et du Bâtiment,2020
Option Finance,2018
Courrier International,2018
Les Echos,2018
L'Echo touristique,2017
Silicon,2019
Investir,2018
20 Minutes,2018
www.huffingtonpost,2017
www.huffingtonpost,2017
Les Echos,2019
Les Echos,2019
Paris Normandie,2012
Option Finance,2017
La Dépêche du MidiGÉNÉRAL,2020
Acteurs Publics,2017
Le Moniteur des Travaux Publics et du Bâtiment,2020
La Montagne,2020
Les Echos,2018
Les Echos,2018
ToulÉco,2020
La Provence,2018
La Tribune,2019
La Tribune,2016
La Dépêche du MidiToulouse,2019
Télérama,2016
Le Progrès Lyon,2019
Charente LibreToutes,2018
Les Echos,2018
Les Echos,2016
La Provence,2017
Les Echos,2020
Les Echos,2018
Le Monde,2014
Le Monde,2014
Ouest France,2019
Le Progrès Lyon,2018
La Gazette desmunes,2019
Le Point,2017
Les Echos,2016
Le Point,2019
Le Monde,2019
La Tribune,2019
L'Obs,2018
L'Express,2019
Le Monde,2017
Acteurs Publics,2019
Sud Ouest,2016
Les Echos,2019
La Vie,2020
Les Echos,2018
L'Usine Nouvelle,2015
L'Express,2017
Stratégies,2019
Stratégies,2019
RiskAssur,2020
Courrier International,2016
Sud Ouest,2015
Sud Ouest,2017
Ouest France,2018
Le Télégramme Bretagne,2018
Le Télégramme Bretagne,2013
Le Parisien,2016
La Tribune,2020
La Tribune,2020
Les Echos,2019
La Tribune,2017
L'AGEFI,2020
L'Usine Nouvelle,2017
Le Monde,2017
Stratégies,2020
Centre Presse AveyronRODEZ_CP,2019
Ouest France,2018
Le Point,2017
L'AGEFI,2017
L'AGEFI,2017
Charente LibreToutes,2018
L'Usine Nouvelle,2018
Le Figaro,2018
La Voix du Nord,2019
Sciences et Avenir,2019
La Voix du NordRoubaix,2011
Sciences et Avenir,2017
Le Monde,2018
Le Monde,2018
Silicon,2019
L'Obs,2018
La Voix du NordToutes éditions,2018
Le Point,2019
Les Echos,2018
Les Echos,2019
Les Echos,2018
Les Echos,2020
Sciences et Avenir,2017
Le Monde,2017
Le Monde,2016
Le Monde,2016
Les Echos,2020
Les Echos,2019
La Tribune,2018
La Tribune,2018
Le Journal du Net JDN,2020
Challenges,2019
Le Monde,2019
Le Monde,2015
Le Monde,2017
Le Monde,2017
Libération,2018
Le Figaro,2018
L'Union FranceL'Union Ardennes,2020
L'Union FranceVitry,2020
Les Echos,2013
L'Obs,2018
L'Usine Nouvelle,2019
Sciences et Avenir,2020
Les Echos,2020
La Provence,2019
Sciences et Avenir,2019
Challenges,2015
Le Point,2018
L'Usine Nouvelle,2020
Courrier picardRégion d'Amiens,2018
L'Usine Nouvelle,2019
Les Echos,2018
Le Figaro,2011
L'Express,2016
Les Echos,2018
Les Echos,2017
La Tribune,2016
La Voix du Nord,2019
Le Monde,2018
La Voix du Nord,2019
WanSquare,2018
La Tribune,2016
La Tribune,2017
La Dépêche du MidiGÉNÉRAL ; Toulouse,2018
Sciences et Avenir,2017
Les Echos,2019
Le Figaro,2019
L'Obs,2017
Le Journal des Loisirs Interactifs,2016
L'Obs,2016
Le Monde,2016
Le Monde,2019
Les Echos,2017
